"Type","Category","Description","Location","Label","Code Unit"
"Analysis","RECOVERED CLASS","INLINED DESTRUCTOR Mysql::Tools::Dump::I_data_formatter_wrapper::~I_data_formatter_wrapper","0042ecf6","","MOV dword ptr [ESI]\,Mysql::Tools::Dump::I_data_formatter_wrapper::`vftable'"
"Analysis","RECOVERED CLASS","INLINED DESTRUCTOR Mysql::Tools::Dump::I_data_formatter_wrapper::~I_data_formatter_wrapper","0043c0c6","","MOV dword ptr [ESI]\,Mysql::Tools::Dump::I_data_formatter_wrapper::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE INLINE inlined constructor or destructor (approx location) for Mysql::Tools::Dump::I_data_formatter_wrapper","0042eb56","","MOV dword ptr [ESI]\,Mysql::Tools::Dump::I_data_formatter_wrapper::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE INLINE inlined constructor or destructor (approx location) for Mysql::Tools::Dump::I_data_formatter_wrapper","0042ebe6","","MOV dword ptr [ESI]\,Mysql::Tools::Dump::I_data_formatter_wrapper::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE INLINE inlined constructor or destructor (approx location) for Mysql::Tools::Dump::I_data_formatter_wrapper","0043bf70","LAB_0043bf70","MOV dword ptr [EDI]\,Mysql::Tools::Dump::I_data_formatter_wrapper::`vftable'"
"Analysis","RECOVERED CLASS","INLINED DESTRUCTOR Mysql::I_callable<__int64\,class_Mysql::Tools::Base::Mysql_query_runner::Row_const&>::~I_callable<__int64\,class_Mysql::Tools::Base::Mysql_query_runner::Row_const&>","0042ed5a","","MOV dword ptr [ESI]\,Mysql::I_callable<__int64\,class_Mysql::Tools::Base::Mysql_query_runner::Row_const&>::`vftable'"
"Analysis","RECOVERED CLASS","INLINED DESTRUCTOR Mysql::I_callable<__int64\,class_Mysql::Tools::Base::Mysql_query_runner::Row_const&>::~I_callable<__int64\,class_Mysql::Tools::Base::Mysql_query_runner::Row_const&>","0042ed8a","","MOV dword ptr [ESI]\,Mysql::I_callable<__int64\,class_Mysql::Tools::Base::Mysql_query_runner::Row_const&>::`vftable'"
"Analysis","RECOVERED CLASS","INLINED DESTRUCTOR Mysql::I_callable<__int64\,class_Mysql::Tools::Base::Mysql_query_runner::Row_const&>::~I_callable<__int64\,class_Mysql::Tools::Base::Mysql_query_runner::Row_const&>","0044b39a","","MOV dword ptr [ESI]\,Mysql::I_callable<__int64\,class_Mysql::Tools::Base::Mysql_query_runner::Row_const&>::`vftable'"
"Analysis","RECOVERED CLASS","INLINED DESTRUCTOR Mysql::Tools::Dump::I_object_reader_wrapper::~I_object_reader_wrapper","0043248a","","MOV dword ptr [ESI]\,Mysql::Tools::Dump::I_object_reader_wrapper::`vftable'"
"Analysis","RECOVERED CLASS","INLINED DESTRUCTOR Mysql::Tools::Dump::I_object_reader_wrapper::~I_object_reader_wrapper","0043cc56","","MOV dword ptr [ESI]\,Mysql::Tools::Dump::I_object_reader_wrapper::`vftable'"
"Analysis","RECOVERED CLASS","INLINED DESTRUCTOR Mysql::Tools::Dump::I_object_reader_wrapper::~I_object_reader_wrapper","0043204d","","MOV dword ptr [EBX]\,Mysql::Tools::Dump::I_object_reader_wrapper::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE INLINE inlined constructor or destructor (approx location) for Mysql::Tools::Dump::I_object_reader_wrapper","00431dd6","","MOV dword ptr [ESI]\,Mysql::Tools::Dump::I_object_reader_wrapper::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE INLINE inlined constructor or destructor (approx location) for Mysql::Tools::Dump::I_object_reader_wrapper","0043cb00","LAB_0043cb00","MOV dword ptr [EDI]\,Mysql::Tools::Dump::I_object_reader_wrapper::`vftable'"
"Analysis","RECOVERED CLASS","INLINED DESTRUCTOR Mysql::I_callable<void\,class_Mysql::Tools::Dump::Abstract_dump_task_const*>::~I_callable<void\,class_Mysql::Tools::Dump::Abstract_dump_task_const*>","004323ea","","MOV dword ptr [ESI]\,Mysql::I_callable<void\,class_Mysql::Tools::Dump::Abstract_dump_task_const*>::`vftable'"
"Analysis","RECOVERED CLASS","INLINED DESTRUCTOR Mysql::I_callable<void\,class_Mysql::Tools::Dump::Abstract_dump_task_const*>::~I_callable<void\,class_Mysql::Tools::Dump::Abstract_dump_task_const*>","0043241a","","MOV dword ptr [ESI]\,Mysql::I_callable<void\,class_Mysql::Tools::Dump::Abstract_dump_task_const*>::`vftable'"
"Analysis","RECOVERED CLASS","INLINED DESTRUCTOR Mysql::I_callable<void\,class_Mysql::Tools::Dump::Abstract_dump_task_const*>::~I_callable<void\,class_Mysql::Tools::Dump::Abstract_dump_task_const*>","00431f4d","LAB_00431f4d","MOV dword ptr [EBX + 0xb8]\,Mysql::I_callable<void\,class_Mysql::Tools::Dump::Abstract_dump_task_const*>::`vftable'"
"Analysis","RECOVERED CLASS","INLINED DESTRUCTOR Mysql::Tools::Dump::I_output_writer_wrapper::~I_output_writer_wrapper","00434e7a","","MOV dword ptr [ESI]\,Mysql::Tools::Dump::I_output_writer_wrapper::`vftable'"
"Analysis","RECOVERED CLASS","INLINED DESTRUCTOR Mysql::Tools::Dump::I_output_writer_wrapper::~I_output_writer_wrapper","0043d657","","MOV dword ptr [ESI + 0x90]\,Mysql::Tools::Dump::I_output_writer_wrapper::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE INLINE inlined constructor or destructor (approx location) for Mysql::Tools::Dump::I_output_writer_wrapper","0043d4ec","","MOV dword ptr [ESI + 0x90]\,Mysql::Tools::Dump::I_output_writer_wrapper::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE INLINE inlined constructor or destructor (approx location) for Mysql::Tools::Dump::I_output_writer_wrapper","0043548d","","MOV dword ptr [EBX + 0xf8]\,Mysql::Tools::Dump::I_output_writer_wrapper::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE INLINE inlined constructor or destructor (approx location) for Mysql::Tools::Dump::I_output_writer_wrapper","00437b4e","","MOV dword ptr [EBX + 0xb0]\,Mysql::Tools::Dump::I_output_writer_wrapper::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE INLINE inlined constructor or destructor (approx location) for Mysql::Tools::Dump::I_output_writer_wrapper","00434a73","","MOV dword ptr [EDI + 0xc0]\,Mysql::Tools::Dump::I_output_writer_wrapper::`vftable'"
"Analysis","RECOVERED CLASS","INLINED CONSTRUCTOR boost::bad_function_call::bad_function_call","0040e3b4","","MOV dword ptr [ESI]\,boost::bad_function_call::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE INLINE inlined constructor or destructor (approx location) for boost::bad_function_call","00413376","","MOV dword ptr [EBP + local_40]\,boost::bad_function_call::`vftable'"
"Analysis","RECOVERED CLASS","INLINED DESTRUCTOR boost::exception_detail::error_info_injector<class_boost::bad_function_call>::~error_info_injector<class_boost::bad_function_call>","0040fca6","","MOV dword ptr [ESI]\,boost::exception_detail::error_info_injector<class_boost::bad_function_call>::`vftable'{for_`boost::bad_function_call'}"
"Analysis","RECOVERED CLASS","INDETERMINATE INLINE inlined constructor or destructor (approx location) for boost::exception_detail::error_info_injector<class_boost::bad_function_call>","0040ce5f","","MOV dword ptr [ESI]\,boost::exception_detail::error_info_injector<class_boost::bad_function_call>::`vftable'{for_`boost::bad_function_call'}"
"Analysis","RECOVERED CLASS","INDETERMINATE INLINE inlined constructor or destructor (approx location) for boost::exception_detail::error_info_injector<class_boost::bad_function_call>","0040eccb","","MOV dword ptr [ESI]\,boost::exception_detail::error_info_injector<class_boost::bad_function_call>::`vftable'{for_`boost::bad_function_call'}"
"Analysis","RECOVERED CLASS","INDETERMINATE INLINE inlined constructor or destructor (approx location) for boost::exception_detail::error_info_injector<class_boost::bad_function_call>","0040e454","","MOV dword ptr [ESI]\,boost::exception_detail::error_info_injector<class_boost::bad_function_call>::`vftable'{for_`boost::bad_function_call'}"
"Analysis","RECOVERED CLASS","INDETERMINATE INLINE inlined constructor or destructor (approx location) for boost::exception_detail::error_info_injector<class_boost::bad_function_call>","0040ed13","","MOV dword ptr [ESI]\,boost::exception_detail::error_info_injector<class_boost::bad_function_call>::`vftable'{for_`boost::bad_function_call'}"
"Analysis","RECOVERED CLASS","INDETERMINATE INLINE inlined constructor or destructor (approx location) for boost::exception_detail::clone_impl<struct_boost::exception_detail::error_info_injector<class_boost::bad_function_call>_>","004133ba","","MOV dword ptr [EBP + local_40]\,boost::exception_detail::clone_impl<struct_boost::exception_detail::error_info_injector<class_boost::bad_function_call>_>::`vftable'{for_`boost::bad_function_call'}"
"Analysis","RECOVERED CLASS","INDETERMINATE INLINE inlined constructor or destructor (approx location) for boost::exception_detail::clone_impl<struct_boost::exception_detail::error_info_injector<class_boost::bad_function_call>_>","0040eca6","","MOV dword ptr [ESI]\,boost::exception_detail::clone_impl<struct_boost::exception_detail::error_info_injector<class_boost::bad_function_call>_>::`vftable'{for_`boost::bad_function_call'}"
"Analysis","RECOVERED CLASS","INDETERMINATE INLINE inlined constructor or destructor (approx location) for Mysql::Tools::Dump::I_chain_element","00434a1f","","MOV dword ptr [EDI + 0xa0]\,Mysql::Tools::Dump::I_chain_element::`vftable'{for_`Mysql::Tools::Dump::I_chain_element'}"
"Analysis","RECOVERED CLASS","INDETERMINATE INLINE inlined constructor or destructor (approx location) for Mysql::Tools::Dump::I_chain_element","0043411f","","MOV dword ptr [EDI + 0x70]\,Mysql::Tools::Dump::I_chain_element::`vftable'{for_`Mysql::Tools::Dump::I_chain_element'}"
"Analysis","RECOVERED CLASS","INDETERMINATE INLINE inlined constructor or destructor (approx location) for Mysql::Tools::Dump::I_chain_element","0043bf1b","","MOV dword ptr [EDI + 0x78]\,Mysql::Tools::Dump::I_chain_element::`vftable'{for_`Mysql::Tools::Dump::I_chain_element'}"
"Analysis","RECOVERED CLASS","INDETERMINATE INLINE inlined constructor or destructor (approx location) for Mysql::Tools::Dump::I_chain_element","0042e789","","MOV dword ptr [ECX + this->field_0xc]\,Mysql::Tools::Dump::I_chain_element::`vftable'{for_`Mysql::Tools::Dump::I_chain_element'}"
"Analysis","RECOVERED CLASS","INDETERMINATE INLINE inlined constructor or destructor (approx location) for Mysql::Tools::Dump::I_chain_element","00434249","","MOV dword ptr [ECX + this->field_0xc]\,Mysql::Tools::Dump::I_chain_element::`vftable'{for_`Mysql::Tools::Dump::I_chain_element'}"
"Analysis","RECOVERED CLASS","INDETERMINATE INLINE inlined constructor or destructor (approx location) for Mysql::Tools::Dump::I_chain_element","004146c9","","MOV dword ptr [ECX + this->field_0xc]\,Mysql::Tools::Dump::I_chain_element::`vftable'{for_`Mysql::Tools::Dump::I_chain_element'}"
"Analysis","RECOVERED CLASS","INDETERMINATE INLINE inlined constructor or destructor (approx location) for Mysql::Tools::Dump::I_chain_element","0042e886","","MOV dword ptr [EBX + 0x98]\,Mysql::Tools::Dump::I_chain_element::`vftable'{for_`Mysql::Tools::Dump::I_chain_element'}"
"Analysis","RECOVERED CLASS","INDETERMINATE INLINE inlined constructor or destructor (approx location) for Mysql::Tools::Dump::I_chain_element","004317c0","","MOV dword ptr [EBX + 0xe8]\,Mysql::Tools::Dump::I_chain_element::`vftable'{for_`Mysql::Tools::Dump::I_chain_element'}"
"Analysis","RECOVERED CLASS","INDETERMINATE INLINE inlined constructor or destructor (approx location) for Mysql::Tools::Dump::I_chain_element","00427c00","","MOV dword ptr [ESI + 0x18]\,Mysql::Tools::Dump::I_chain_element::`vftable'{for_`Mysql::Tools::Dump::I_chain_element'}"
"Analysis","RECOVERED CLASS","INDETERMINATE INLINE inlined constructor or destructor (approx location) for Mysql::Tools::Dump::I_chain_element","00414781","","MOV dword ptr [ESI + 0xc8]\,Mysql::Tools::Dump::I_chain_element::`vftable'{for_`Mysql::Tools::Dump::I_chain_element'}"
"Analysis","RECOVERED CLASS","INDETERMINATE INLINE inlined constructor or destructor (approx location) for Mysql::Tools::Dump::I_chain_element","004266fe","","MOV dword ptr [ESI + 0x80]\,Mysql::Tools::Dump::I_chain_element::`vftable'{for_`Mysql::Tools::Dump::I_chain_element'}"
"Analysis","RECOVERED CLASS","INDETERMINATE INLINE inlined constructor or destructor (approx location) for Mysql::Tools::Dump::I_chain_element","00437a39","","MOV dword ptr [ECX + this->field_0xc]\,Mysql::Tools::Dump::I_chain_element::`vftable'{for_`Mysql::Tools::Dump::I_chain_element'}"
"Analysis","RECOVERED CLASS","INDETERMINATE INLINE inlined constructor or destructor (approx location) for Mysql::Tools::Dump::I_chain_element","00435439","","MOV dword ptr [EBX + 0xd8]\,Mysql::Tools::Dump::I_chain_element::`vftable'{for_`Mysql::Tools::Dump::I_chain_element'}"
"Analysis","RECOVERED CLASS","INDETERMINATE INLINE inlined constructor or destructor (approx location) for Mysql::Tools::Dump::I_chain_element","00437afa","","MOV dword ptr [EBX + 0x90]\,Mysql::Tools::Dump::I_chain_element::`vftable'{for_`Mysql::Tools::Dump::I_chain_element'}"
"Analysis","RECOVERED CLASS","INDETERMINATE INLINE inlined constructor or destructor (approx location) for Mysql::Tools::Dump::I_chain_element","004168f8","","MOV dword ptr [EDI + 0xa8]\,Mysql::Tools::Dump::I_chain_element::`vftable'{for_`Mysql::Tools::Dump::I_chain_element'}"
"Analysis","RECOVERED CLASS","INDETERMINATE INLINE inlined constructor or destructor (approx location) for Mysql::Tools::Dump::I_chain_element","00416839","","MOV dword ptr [ECX + this->field_0xc]\,Mysql::Tools::Dump::I_chain_element::`vftable'{for_`Mysql::Tools::Dump::I_chain_element'}"
"Analysis","RECOVERED CLASS","INDETERMINATE INLINE inlined constructor or destructor (approx location) for Mysql::Tools::Dump::I_chain_element","004255f1","","MOV dword ptr [ESI + 0xc8]\,Mysql::Tools::Dump::I_chain_element::`vftable'{for_`Mysql::Tools::Dump::I_chain_element'}"
"Analysis","RECOVERED CLASS","INDETERMINATE INLINE inlined constructor or destructor (approx location) for Mysql::Tools::Dump::I_chain_element","00414672","","MOV dword ptr [this->field_0x0]\,Mysql::Tools::Dump::I_chain_element::`vftable'{for_`Mysql::Tools::Dump::I_chain_element'}"
"Analysis","RECOVERED CLASS","INDETERMINATE INLINE inlined constructor or destructor (approx location) for Mysql::Tools::Dump::I_chain_element","0043462f","","MOV dword ptr [EDI + 0x68]\,Mysql::Tools::Dump::I_chain_element::`vftable'{for_`Mysql::Tools::Dump::I_chain_element'}"
"Analysis","RECOVERED CLASS","INDETERMINATE INLINE inlined constructor or destructor (approx location) for Mysql::Tools::Dump::I_chain_element","0041c869","","MOV dword ptr [ECX + this->field_0xc]\,Mysql::Tools::Dump::I_chain_element::`vftable'{for_`Mysql::Tools::Dump::I_chain_element'}"
"Analysis","RECOVERED CLASS","INDETERMINATE INLINE inlined constructor or destructor (approx location) for Mysql::Tools::Dump::I_chain_element","0043caab","","MOV dword ptr [EDI + 0x78]\,Mysql::Tools::Dump::I_chain_element::`vftable'{for_`Mysql::Tools::Dump::I_chain_element'}"
"Analysis","RECOVERED CLASS","INDETERMINATE INLINE inlined constructor or destructor (approx location) for Mysql::Tools::Dump::I_chain_element","00424d25","","MOV dword ptr [ESI + 0x60]\,Mysql::Tools::Dump::I_chain_element::`vftable'{for_`Mysql::Tools::Dump::I_chain_element'}"
"Analysis","RECOVERED CLASS","INDETERMINATE INLINE inlined constructor or destructor (approx location) for Mysql::Tools::Dump::I_chain_element","0043d4a7","","MOV dword ptr [ESI + 0x70]\,Mysql::Tools::Dump::I_chain_element::`vftable'{for_`Mysql::Tools::Dump::I_chain_element'}"
"Analysis","RECOVERED CLASS","INDETERMINATE INLINE inlined constructor or destructor (approx location) for Mysql::Tools::Dump::I_chain_element","0041c925","","MOV dword ptr [ECX + this->field_0xa0]\,Mysql::Tools::Dump::I_chain_element::`vftable'{for_`Mysql::Tools::Dump::I_chain_element'}"
"Analysis","RECOVERED CLASS","INDETERMINATE INLINE inlined constructor or destructor (approx location) for Mysql::Tools::Dump::Abstract_progress_reporter","0043d4bc","","MOV dword ptr [ESI + 0x78]\,Mysql::Tools::Dump::Abstract_progress_reporter::`vftable'{for_`Mysql::Tools::Dump::Abstract_progress_reporter'}"
"Analysis","RECOVERED CLASS","INDETERMINATE INLINE inlined constructor or destructor (approx location) for Mysql::Tools::Dump::Abstract_progress_reporter","0042671c","","MOV dword ptr [ESI + 0x88]\,Mysql::Tools::Dump::Abstract_progress_reporter::`vftable'{for_`Mysql::Tools::Dump::Abstract_progress_reporter'}"
"Analysis","RECOVERED CLASS","INDETERMINATE INLINE inlined constructor or destructor (approx location) for Mysql::Tools::Dump::Abstract_progress_reporter","00434a3d","","MOV dword ptr [EDI + 0xa8]\,Mysql::Tools::Dump::Abstract_progress_reporter::`vftable'{for_`Mysql::Tools::Dump::Abstract_progress_reporter'}"
"Analysis","RECOVERED CLASS","INDETERMINATE INLINE inlined constructor or destructor (approx location) for Mysql::Tools::Dump::Abstract_progress_reporter","004317de","","MOV dword ptr [EBX + 0xf0]\,Mysql::Tools::Dump::Abstract_progress_reporter::`vftable'{for_`Mysql::Tools::Dump::Abstract_progress_reporter'}"
"Analysis","RECOVERED CLASS","INDETERMINATE INLINE inlined constructor or destructor (approx location) for Mysql::Tools::Dump::Abstract_progress_reporter","00437b18","","MOV dword ptr [EBX + 0x98]\,Mysql::Tools::Dump::Abstract_progress_reporter::`vftable'{for_`Mysql::Tools::Dump::Abstract_progress_reporter'}"
"Analysis","RECOVERED CLASS","INDETERMINATE INLINE inlined constructor or destructor (approx location) for Mysql::Tools::Dump::Abstract_progress_reporter","00424d3a","","MOV dword ptr [ESI + 0x68]\,Mysql::Tools::Dump::Abstract_progress_reporter::`vftable'{for_`Mysql::Tools::Dump::Abstract_progress_reporter'}"
"Analysis","RECOVERED CLASS","INDETERMINATE INLINE inlined constructor or destructor (approx location) for Mysql::Tools::Dump::Abstract_progress_reporter","00416916","","MOV dword ptr [EDI + 0xb0]\,Mysql::Tools::Dump::Abstract_progress_reporter::`vftable'{for_`Mysql::Tools::Dump::Abstract_progress_reporter'}"
"Analysis","RECOVERED CLASS","INDETERMINATE INLINE inlined constructor or destructor (approx location) for Mysql::Tools::Dump::Abstract_progress_reporter","00434134","","MOV dword ptr [EDI + 0x78]\,Mysql::Tools::Dump::Abstract_progress_reporter::`vftable'{for_`Mysql::Tools::Dump::Abstract_progress_reporter'}"
